9,9,Tracy9,Thomas9,Tracy9@nmit.com,Males,zaq9,357142340,8827,17654 Bridge Nelson,185367 Tahunanui Nelson,36,792,95,697,Accessibility,B8827K8827,9,8827,2017-01-23 16:22:18.000,2017-01-23 16:34:18.000,12,1,City Bank,12384,8827,12384,New Plymouth,I12384A12384,Subaru,Accessibility,F12384I12384P12384K1,No,8 Lemon
9,9,Tracy9,Thomas9,Tracy9@nmit.com,Males,zaq9,357142340,6264,37584 Third Ave Auckland,131544 ValleyAuckland,17,374,19,355,Economy,None,9,6264,2017-08-03 00:32:19.000,2017-08-03 01:02:19.000,30,2,Kiwi Bank,14097,6264,14097,Rotorua,None,Lexus,Economy,I14097K14097Q14097K1,No,12 Hona
10,10,Kelvin10,Burn10,Kelvin10@gmail.com,Femal,abc10,378566515,5476,32856 Third Ave Auckland,114996 ValleyAuckland,17,374,19,355,Economy,None,10,5476,2018-01-17 12:38:35.000,2018-01-17 12:44:35.000,6,3,ANZ,16230,5476,16230,New Plymouth,None,Subaru,Economy,I16230K16230Q16230K1,Yes,10 Lemon
10,10,Kelvin10,Burn10,Kelvin10@gmail.com,Femal,abc10,378566515,11,22 Bridge Nelson,231 Tahunanui Nelson,36,792,95,697,Accessibility,B11K11,10,11,2016-06-27 10:10:43.000,2016-06-27 11:10:43.000,60,1,Other,10185,11,10185,New Plymouth,I10185A10185,Subaru,Accessibility,F10185I10185P10185K1,Yes,6 Lemon
10,10,Kelvin10,Burn10,Kelvin10@gmail.com,Femal,abc10,378566515,1992,9960 Worthy Christchurch,39840 Kotare Christchurch,60,1320,198,1122,Carpool,C1992K1992,10,1992,2016-01-17 07:38:08.000,2016-01-17 08:50:08.000,72,4,Kiwi Bank,14861,1992,14861,Hamilton,I14861C14861,BMW,Carpool,X14861F14861A14861K1,No,87 Vardon
13,13,Helen13,Davis13,Helen13@nmit.com,Femal,qaz13,126221906,5748,28740 Worthy Christchurch,114960 Kotare Christchurch,60,1320,198,1122,Carpool,C5748K5748,13,5748,2017-07-09 04:13:37.000,2017-07-09 04:40:37.000,27,5,Other,12968,5748,12968,Auckland,I12968C12968,Mazda,Carpool,X12968F12968A12968K1,No,144 Third Ave
13,13,Helen13,Davis13,Helen13@nmit.com,Femal,qaz13,126221906,9336,28008 Colway Wellington,186720 Standen Wellington,32,704,70,634,Premium,A9336K9336,13,9336,2016-07-29 07:31:38.000,2016-07-29 07:49:38.000,18,3,City Bank,16664,9336,16664,New Plymouth,I16664K16664,Subaru,Premium,S16664Q16664D16664G1,No,11 Lemon
14,14,Kelvin14,Burn14,Kelvin14@gmail.com,Males,abc14,513755070,9020,45100 Worthy Christchurch,180400 Kotare Christchurch,60,1320,198,1122,Carpool,C9020K9020,14,9020,2016-01-16 11:15:42.000,2016-01-16 12:36:42.000,81,1,Other,17229,9020,17229,Whanganui,I17229C17229,Suzuki,Carpool,X17229F17229A17229K1,No,71 Keith
15,15,Jackie15,Taylor15,Jackie15@yahoo.com,Males,zxc15,608750136,6654,19962 Colway Wellington,133080 Standen Wellington,32,704,70,634,Premium,A6654K6654,15,6654,2016-09-04 17:53:59.000,2016-09-04 18:17:59.000,24,3,ASB,14887,6654,14887,Christchurch,I14887K14887,Toyota,Premium,S14887Q14887D14887G1,No,15 Worthy
18,18,Tom18,Thomson18,Tom18@gmail.com,Males,45618,558657667,8436,25308 Colway Wellington,168720 Standen Wellington,32,704,70,634,Premium,A8436K8436,18,8436,2016-11-01 13:22:55.000,2016-11-01 14:16:55.000,54,1,Kiwi Bank,15396,8436,15396,Whanganui,I15396K15396,Suzuki,Premium,S15396Q15396D15396G1,Yes,64 Keith
18,18,Tom18,Thomson18,Tom18@gmail.com,Males,45618,558657667,3448,10344 Colway Wellington,68960 Standen Wellington,32,704,70,634,Premium,A3448K3448,18,3448,2017-03-03 15:26:53.000,2017-03-03 16:26:53.000,60,5,Kiwi Bank,11975,3448,11975,Rotorua,I11975K11975,Lexus,Premium,S11975Q11975D11975G1,Yes,10 Hona
19,19,Helen19,Davis19,Helen19@nmit.com,Males,qaz19,653326977,794,4764 Third Ave Auckland,16674 ValleyAuckland,17,374,19,355,Economy,None,19,794,2016-06-21 09:48:01.000,2016-06-21 09:54:01.000,6,4,Cash,13013,794,13013,Tauranga,None,Audi,Economy,I13013K13013Q13013K1,No,76 Village Park
20,20,Jackie20,Taylor20,Jackie20@yahoo.com,Femal,zxc20,500153129,6006,30030 Worthy Christchurch,120120 Kotare Christchurch,60,1320,198,1122,Carpool,C6006K6006,20,6006,2017-04-19 18:54:01.000,2017-04-19 19:03:01.000,9,1,City Bank,12268,6006,12268,Wellington,I12268C12268,Nissan,Carpool,X12268F12268A12268K1,Yes,111 Colway
26,26,Helen26,Davis26,Helen26@nmit.com,Males,qaz26,943133244,4603,27618 Third Ave Auckland,96663 ValleyAuckland,17,374,19,355,Economy,None,26,4603,2017-03-25 09:19:11.000,2017-03-25 09:43:11.000,24,2,ASB,13923,4603,13923,Tauranga,None,Audi,Economy,I13923K13923Q13923K1,Yes,81 Village Park
26,26,Helen26,Davis26,Helen26@nmit.com,Males,qaz26,943133244,3407,17035 Worthy Christchurch,68140 Kotare Christchurch,60,1320,198,1122,Carpool,C3407K3407,26,3407,2016-01-20 05:31:24.000,2016-01-20 05:49:24.000,18,4,ASB,15093,3407,15093,Auckland,I15093C15093,Mazda,Carpool,X15093F15093A15093K1,No,167 Third Ave
28,28,Stephan28,Walker28,Stephan28@gmail.com,Femal,def28,528425496,7911,15822 Bridge Nelson,166131 Tahunanui Nelson,36,792,95,697,Accessibility,B7911K7911,28,7411,2018-03-17 14:48:50.000,2018-03-17 15:36:50.000,48,5,Kiwi Bank,13032,7911,13032,Christchurch,I13032A13032,Toyota,Accessibility,F13032I13032P13032K1,No,13 Worthy
28,28,Stephan28,Walker28,Stephan28@gmail.com,Femal,def28,528425496,7911,15822 Bridge Nelson,166131 Tahunanui Nelson,36,792,95,697,Accessibility,B7911K7911,28,7911,2016-07-24 13:16:21.000,2016-07-24 14:10:21.000,54,4,Kiwi Bank,17476,7911,17476,Christchurch,I17476A17476,Toyota,Accessibility,F17476I17476P17476K1,No,18 Worthy
29,29,Steven29,Williams29,Steven29@yahoo.com,Femal,qwe29,313760274,5179,31074 Third Ave Auckland,108759 ValleyAuckland,17,374,19,355,Economy,None,29,5179,2016-06-14 16:23:07.000,2016-06-14 16:32:07.000,9,5,City Bank,19001,5179,19001,Wellington,None,Nissan,Economy,I19001K19001Q19001K1,No,172 Colway
29,29,Steven29,Williams29,Steven29@yahoo.com,Femal,qwe29,313760274,2715,5430 Bridge Nelson,57015 Tahunanui Nelson,36,792,95,697,Accessibility,B2715K2715,29,2715,2017-12-30 12:41:41.000,2017-12-30 12:53:41.000,12,5,Kiwi Bank,18155,2715,18155,Hamilton,I18155A18155,BMW,Accessibility,F18155I18155P18155K1,Yes,106 Vardon
29,29,Steven29,Williams29,Steven29@yahoo.com,Femal,qwe29,313760274,4165,20825 Worthy Christchurch,83300 Kotare Christchurch,60,1320,198,1122,Carpool,C4165K4165,29,4165,2017-08-06 03:32:06.000,2017-08-06 04:17:06.000,45,2,Cash,11879,4165,11879,Christchurch,I11879C11879,Toyota,Carpool,X11879F11879A11879K1,No,12 Worthy
32,32,Kai32,Clark32,Kai32@nmit.com,Males,zxc32,286083208,8835,17670 Bridge Nelson,185535 Tahunanui Nelson,36,792,95,697,Accessibility,B8835K8835,32,8835,2017-09-20 22:22:35.000,2017-09-20 22:52:35.000,30,3,Cash,10574,8835,10574,Gisborne,I10574A10574,Honda,Accessibility,F10574I10574P10574K1,No,8 Kowhai
36,36,Helen36,Davis36,Helen36@nmit.com,Males,qaz36,629397223,2880,14400 Worthy Christchurch,57600 Kotare Christchurch,60,1320,198,1122,Carpool,C2880K2880,36,2880,2016-11-05 21:39:14.000,2016-11-05 22:24:14.000,45,1,Cash,12353,2880,12353,Nelson,I12353C12353,Misubishi,Carpool,X12353F12353A12353K1,Yes,10 Bridge
38,38,Tom38,Thomson38,Tom38@gmail.com,Femal,45638,562627063,3631,10893 Colway Wellington,72620 Standen Wellington,32,704,70,634,Premium,A3631K3631,38,3631,2018-02-16 06:32:49.000,2018-02-16 06:50:49.000,18,3,ANZ,18495,3631,18495,Nelson,I18495K18495,Misubishi,Premium,S18495Q18495D18495G1,Yes,15 Bridge
38,38,Tom38,Thomson38,Tom38@gmail.com,Femal,45638,562627063,5676,17028 Colway Wellington,113520 Standen Wellington,32,704,70,634,Premium,A5676K5676,38,5676,2016-11-06 08:38:03.000,2016-11-06 08:56:03.000,18,4,Other,18219,5676,18219,Palmerston North,I18219K18219,Ford,Premium,S18219Q18219D18219G1,Yes,95 Grey
40,40,Jackie40,Taylor40,Jackie40@yahoo.com,Femal,zxc40,609158324,4821,24105 Worthy Christchurch,96420 Kotare Christchurch,60,1320,198,1122,Carpool,C4821K4821,40,4821,2017-12-28 01:47:51.000,2017-12-28 02:23:51.000,36,4,Kiwi Bank,11502,4821,11502,Christchurch,I11502C11502,Toyota,Carpool,X11502F11502A11502K1,Yes,12 Worthy
40,40,Jackie40,Taylor40,Jackie40@yahoo.com,Femal,zxc40,609158324,7586,22758 Colway Wellington,151720 Standen Wellington,32,704,70,634,Premium,A7586K7586,40,7086,2016-10-27 08:31:28.000,2016-10-27 08:49:28.000,18,4,Cash,18039,7586,18039,Christchurch,I18039K18039,Toyota,Premium,S18039Q18039D18039G1,No,19 Worthy
40,40,Jackie40,Taylor40,Jackie40@yahoo.com,Femal,zxc40,609158324,7586,22758 Colway Wellington,151720 Standen Wellington,32,704,70,634,Premium,A7586K7586,40,7586,2016-12-15 00:13:47.000,2016-12-15 00:43:47.000,30,3,BNZ,11410,7586,11410,New Plymouth,I11410K11410,Subaru,Premium,S11410Q11410D11410G1,No,7 Lemon
41,41,Steven41,Williams41,Steven41@yahoo.com,Males,qwe41,615585784,6236,31180 Worthy Christchurch,124720 Kotare Christchurch,60,1320,198,1122,Carpool,C6236K6236,41,6236,2017-11-20 05:29:13.000,2017-11-20 05:56:13.000,27,2,Cash,19843,6236,19843,Wellington,I19843C19843,Nissan,Carpool,X19843F19843A19843K1,No,180 Colway
41,41,Steven41,Williams41,Steven41@yahoo.com,Males,qwe41,615585784,2606,5212 Bridge Nelson,54726 Tahunanui Nelson,36,792,95,697,Accessibility,B2606K2606,41,2606,2016-09-06 18:46:00.000,2016-09-06 19:34:00.000,48,1,BNZ,19224,2606,19224,Rotorua,I19224A19224,Lexus,Accessibility,F19224I19224P19224K1,No,17 Hona
42,42,Steven42,Williams42,Steven42@yahoo.com,Males,qwe42,172055856,2575,12875 Worthy Christchurch,51500 Kotare Christchurch,60,1320,198,1122,Carpool,C2575K2575,42,2575,2016-04-10 20:02:50.000,2016-04-10 21:14:50.000,72,1,ANZ,18167,2575,18167,New Plymouth,I18167C18167,Subaru,Carpool,X18167F18167A18167K1,No,12 Lemon
42,42,Steven42,Williams42,Steven42@yahoo.com,Males,qwe42,172055856,1786,8930 Worthy Christchurch,35720 Kotare Christchurch,60,1320,198,1122,Carpool,C1786K1786,42,1786,2016-06-09 03:40:41.000,2016-06-09 04:52:41.000,72,5,City Bank,15839,1786,15839,Tauranga,I15839C15839,Audi,Carpool,X15839F15839A15839K1,No,93 Village Park
43,43,Tom43,Thomson43,Tom43@gmail.com,Males,45643,836589237,6114,18342 Colway Wellington,122280 Standen Wellington,32,704,70,634,Premium,A6114K6114,43,6114,2017-08-24 18:04:48.000,2017-08-24 19:04:48.000,60,1,Other,17497,6114,17497,Auckland,I17497K17497,Mazda,Premium,S17497Q17497D17497G1,No,194 Third Ave
46,46,Jackie46,Taylor46,Jackie46@yahoo.com,Femal,zxc46,535788671,848,2544 Colway Wellington,16960 Standen Wellington,32,704,70,634,Premium,A848K848,46,848,2017-07-05 00:50:31.000,2017-07-05 01:50:31.000,60,2,ANZ,18504,848,18504,Tauranga,I18504K18504,Audi,Premium,S18504Q18504D18504G1,No,108 Village Park
47,47,Kai47,Clark47,Kai47@nmit.com,Femal,zxc47,407352737,4110,20550 Worthy Christchurch,82200 Kotare Christchurch,60,1320,198,1122,Carpool,C4110K4110,47,4110,2017-10-28 18:13:19.000,2017-10-28 18:31:19.000,18,2,ASB,17442,4110,17442,Christchurch,I17442C17442,Toyota,Carpool,X17442F17442A17442K1,Yes,18 Worthy
47,47,Kai47,Clark47,Kai47@nmit.com,Femal,zxc47,407352737,5914,17742 Colway Wellington,118280 Standen Wellington,32,704,70,634,Premium,A5914K5914,47,5914,2017-11-15 06:05:32.000,2017-11-15 06:11:32.000,6,1,BNZ,11636,5914,11636,Rotorua,I11636K11636,Lexus,Premium,S11636Q11636D11636G1,No,10 Hona
47,47,Kai47,Clark47,Kai47@nmit.com,Femal,zxc47,407352737,5255,15765 Colway Wellington,105100 Standen Wellington,32,704,70,634,Premium,A5255K5255,47,5255,2016-04-25 06:47:41.000,2016-04-25 07:41:41.000,54,1,ANZ,14924,5255,14924,Wellington,I14924K14924,Nissan,Premium,S14924Q14924D14924G1,No,135 Colway
47,47,Kai47,Clark47,Kai47@nmit.com,Femal,zxc47,407352737,7901,47406 Third Ave Auckland,165921 ValleyAuckland,17,374,19,355,Economy,None,47,7901,2016-07-07 10:06:47.000,2016-07-07 10:24:47.000,18,5,City Bank,15675,7901,15675,Gisborne,None,Honda,Economy,I15675K15675Q15675K1,Yes,12 Kowhai
47,47,Kai47,Clark47,Kai47@nmit.com,Femal,zxc47,407352737,7901,47406 Third Ave Auckland,165921 ValleyAuckland,17,374,19,355,Economy,None,47,7401,2016-04-10 02:18:17.000,2016-04-10 02:48:17.000,30,4,Cash,10804,7901,10804,Whanganui,None,Suzuki,Economy,I10804K10804Q10804K1,Yes,45 Keith
49,49,Steven49,Williams49,Steven49@yahoo.com,Males,qwe49,683134145,258,774 Colway Wellington,5160 Standen Wellington,32,704,70,634,Premium,A258K258,49,258,2016-08-06 18:37:02.000,2016-08-06 19:37:02.000,60,5,City Bank,18666,258,18666,Hamilton,I18666K18666,BMW,Premium,S18666Q18666D18666G1,No,109 Vardon
54,54,Bella54,Smith54,Bella54@yahoo.com,Femal,asd54,150887821,2362,7086 Colway Wellington,47240 Standen Wellington,32,704,70,634,Premium,A2362K2362,54,2362,2017-03-11 12:22:52.000,2017-03-11 12:28:52.000,6,3,City Bank,14284,2362,14284,Wellington,I14284K14284,Nissan,Premium,S14284Q14284D14284G1,No,129 Colway
55,55,Steven55,Williams55,Steven55@yahoo.com,Males,qwe55,169996511,3347,20082 Third Ave Auckland,70287 ValleyAuckland,17,374,19,355,Economy,None,55,3347,2018-01-26 03:30:39.000,2018-01-26 03:39:39.000,9,5,ASB,14091,3347,14091,Rotorua,None,Lexus,Economy,I14091K14091Q14091K1,No,12 Hona
55,55,Steven55,Williams55,Steven55@yahoo.com,Males,qwe55,169996511,2290,4580 Bridge Nelson,48090 Tahunanui Nelson,36,792,95,697,Accessibility,B2290K2290,55,2290,2017-03-09 15:56:51.000,2017-03-09 16:50:51.000,54,3,Other,13703,2290,13703,Tauranga,I13703A13703,Audi,Accessibility,F13703I13703P13703K1,No,80 Village Park
55,55,Steven55,Williams55,Steven55@yahoo.com,Males,qwe55,169996511,5965,11930 Bridge Nelson,125265 Tahunanui Nelson,36,792,95,697,Accessibility,B5965K5965,55,5965,2017-07-19 22:31:54.000,2017-07-19 22:49:54.000,18,2,City Bank,17892,5965,17892,Christchurch,I17892A17892,Toyota,Accessibility,F17892I17892P17892K1,Yes,19 Worthy
56,56,Tracy56,Thomas56,Tracy56@nmit.com,Femal,zaq56,665136605,5118,30708 Third Ave Auckland,107478 ValleyAuckland,17,374,19,355,Economy,None,56,5118,2017-11-16 08:13:01.000,2017-11-16 08:40:01.000,27,4,BNZ,11615,5118,11615,Tauranga,None,Audi,Economy,I11615K11615Q11615K1,Yes,68 Village Park
56,56,Tracy56,Thomas56,Tracy56@nmit.com,Femal,zaq56,665136605,18,36 Bridge Nelson,378 Tahunanui Nelson,36,792,95,697,Accessibility,B18K18,56,18,2017-01-18 23:49:29.000,2017-01-19 00:37:29.000,48,1,Other,18508,18,18508,Gisborne,I18508A18508,Honda,Accessibility,F18508I18508P18508K1,Yes,14 Kowhai
61,61,John61,Dong61,John61@gmail.com,Femal,12361,718803184,1564,9384 Third Ave Auckland,32844 ValleyAuckland,17,374,19,355,Economy,None,61,1564,2018-02-24 19:16:59.000,2018-02-24 19:37:59.000,21,1,ASB,15706,1564,15706,Wellington,None,Nissan,Economy,I15706K15706Q15706K1,No,142 Colway
61,61,John61,Dong61,John61@gmail.com,Femal,12361,718803184,4079,20395 Worthy Christchurch,81580 Kotare Christchurch,60,1320,198,1122,Carpool,C4079K4079,61,4079,2017-06-28 03:25:26.000,2017-06-28 04:37:26.000,72,2,ASB,13092,4079,13092,Palmerston North,I13092C13092,Ford,Carpool,X13092F13092A13092K1,No,68 Grey
61,61,John61,Dong61,John61@gmail.com,Femal,12361,718803184,4894,14682 Colway Wellington,97880 Standen Wellington,32,704,70,634,Premium,A4894K4894,61,4894,2018-03-07 00:21:00.000,2018-03-07 01:21:00.000,60,1,ANZ,15028,4894,15028,Gisborne,I15028K15028,Honda,Premium,S15028Q15028D15028G1,No,11 Kowhai
61,61,John61,Dong61,John61@gmail.com,Femal,12361,718803184,7952,39760 Worthy Christchurch,159040 Kotare Christchurch,60,1320,198,1122,Carpool,C7952K7952,61,7452,2016-08-05 21:22:37.000,2016-08-05 21:40:37.000,18,1,Kiwi Bank,11897,7952,11897,Hamilton,I11897C11897,BMW,Carpool,X11897F11897A11897K1,No,69 Vardon
61,61,John61,Dong61,John61@gmail.com,Femal,12361,718803184,7952,39760 Worthy Christchurch,159040 Kotare Christchurch,60,1320,198,1122,Carpool,C7952K7952,61,7952,2016-09-28 00:16:26.000,2016-09-28 01:19:26.000,63,1,Kiwi Bank,19870,7952,19870,Whanganui,I19870C19870,Suzuki,Carpool,X19870F19870A19870K1,No,82 Keith
62,62,John62,Dong62,John62@gmail.com,Males,12362,664110368,5960,17880 Colway Wellington,119200 Standen Wellington,32,704,70,634,Premium,A5960K5960,62,5960,2016-06-24 16:50:07.000,2016-06-24 17:08:07.000,18,1,ASB,12175,5960,12175,Tauranga,I12175K12175,Audi,Premium,S12175Q12175D12175G1,No,71 Village Park
65,65,Tom65,Thomson65,Tom65@gmail.com,Males,45665,753677355,1177,7062 Third Ave Auckland,24717 ValleyAuckland,17,374,19,355,Economy,None,65,1177,2017-04-18 09:26:45.000,2017-04-18 09:38:45.000,12,1,ANZ,17843,1177,17843,Auckland,None,Mazda,Economy,I17843K17843Q17843K1,Yes,198 Third Ave
65,65,Tom65,Thomson65,Tom65@gmail.com,Males,45665,753677355,9466,56796 Third Ave Auckland,198786 ValleyAuckland,17,374,19,355,Economy,None,65,9466,2017-02-10 22:39:52.000,2017-02-10 23:09:52.000,30,2,Kiwi Bank,19988,9466,19988,Wellington,None,Nissan,Economy,I19988K19988Q19988K1,No,181 Colway
66,66,Stephan66,Walker66,Stephan66@gmail.com,Males,def66,835429637,4081,24486 Third Ave Auckland,85701 ValleyAuckland,17,374,19,355,Economy,None,66,4081,2017-12-05 18:18:45.000,2017-12-05 18:36:45.000,18,3,Kiwi Bank,19514,4081,19514,Rotorua,None,Lexus,Economy,I19514K19514Q19514K1,No,17 Hona
66,66,Stephan66,Walker66,Stephan66@gmail.com,Males,def66,835429637,8168,16336 Bridge Nelson,171528 Tahunanui Nelson,36,792,95,697,Accessibility,B8168K8168,66,8168,2017-06-12 03:56:24.000,2017-06-12 04:26:24.000,30,3,City Bank,19318,8168,19318,New Plymouth,I19318A19318,Subaru,Accessibility,F19318I19318P19318K1,No,12 Lemon
68,68,Kelvin68,Burn68,Kelvin68@gmail.com,Femal,abc68,533692285,1896,9480 Worthy Christchurch,37920 Kotare Christchurch,60,1320,198,1122,Carpool,C1896K1896,68,1896,2017-01-15 01:45:35.000,2017-01-15 02:39:35.000,54,5,Cash,13650,1896,13650,New Plymouth,I13650C13650,Subaru,Carpool,X13650F13650A13650K1,No,9 Lemon
70,70,Kai70,Clark70,Kai70@nmit.com,Males,zxc70,247611790,465,930 Bridge Nelson,9765 Tahunanui Nelson,36,792,95,697,Accessibility,B465K465,70,465,2016-11-07 00:09:13.000,2016-11-07 00:39:13.000,30,1,Kiwi Bank,19177,465,19177,Tauranga,I19177A19177,Audi,Accessibility,F19177I19177P19177K1,Yes,112 Village Park
70,70,Kai70,Clark70,Kai70@nmit.com,Males,zxc70,247611790,8723,43615 Worthy Christchurch,174460 Kotare Christchurch,60,1320,198,1122,Carpool,C8723K8723,70,8723,2017-04-18 15:25:03.000,2017-04-18 16:55:03.000,90,3,BNZ,18164,8723,18164,Palmerston North,I18164C18164,Ford,Carpool,X18164F18164A18164K1,No,95 Grey
70,70,Kai70,Clark70,Kai70@nmit.com,Males,zxc70,247611790,9192,45960 Worthy Christchurch,183840 Kotare Christchurch,60,1320,198,1122,Carpool,C9192K9192,70,9192,2017-06-05 14:16:01.000,2017-06-05 14:34:01.000,18,5,City Bank,12831,9192,12831,Gisborne,I12831C12831,Honda,Carpool,X12831F12831A12831K1,Yes,9 Kowhai
71,71,Stephan71,Walker71,Stephan71@gmail.com,Males,def71,137952215,4692,23460 Worthy Christchurch,93840 Kotare Christchurch,60,1320,198,1122,Carpool,C4692K4692,71,4692,2017-11-09 17:30:57.000,2017-11-09 19:00:57.000,90,3,Kiwi Bank,15391,4692,15391,Rotorua,I15391C15391,Lexus,Carpool,X15391F15391A15391K1,Yes,13 Hona
72,72,Tracy72,Thomas72,Tracy72@nmit.com,Femal,zaq72,668506835,4733,9466 Bridge Nelson,99393 Tahunanui Nelson,36,792,95,697,Accessibility,B4733K4733,72,4733,2017-06-20 02:50:53.000,2017-06-20 03:32:53.000,42,3,Cash,12878,4733,12878,Christchurch,I12878A12878,Toyota,Accessibility,F12878I12878P12878K1,Yes,13 Worthy
72,72,Tracy72,Thomas72,Tracy72@nmit.com,Femal,zaq72,668506835,1711,10266 Third Ave Auckland,35931 ValleyAuckland,17,374,19,355,Economy,None,72,1711,2017-06-21 17:32:52.000,2017-06-21 17:41:52.000,9,4,Kiwi Bank,17469,1711,17469,Palmerston North,None,Ford,Economy,I17469K17469Q17469K1,No,91 Grey
75,75,Tom75,Thomson75,Tom75@gmail.com,Femal,45675,361427252,5012,25060 Worthy Christchurch,100240 Kotare Christchurch,60,1320,198,1122,Carpool,C5012K5012,75,5012,2016-09-27 14:32:28.000,2016-09-27 14:59:28.000,27,4,Kiwi Bank,16549,5012,16549,Nelson,I16549C16549,Misubishi,Carpool,X16549F16549A16549K1,No,13 Bridge
76,76,Kai76,Clark76,Kai76@nmit.com,Femal,zxc76,960992705,926,2778 Colway Wellington,18520 Standen Wellington,32,704,70,634,Premium,A926K926,76,926,2016-06-01 09:10:31.000,2016-06-01 09:58:31.000,48,3,City Bank,11593,926,11593,Tauranga,I11593K11593,Audi,Premium,S11593Q11593D11593G1,Yes,68 Village Park
76,76,Kai76,Clark76,Kai76@nmit.com,Femal,zxc76,960992705,2704,5408 Bridge Nelson,56784 Tahunanui Nelson,36,792,95,697,Accessibility,B2704K2704,76,2704,2018-02-15 06:22:13.000,2018-02-15 06:46:13.000,24,4,Other,16983,2704,16983,Hamilton,I16983A16983,BMW,Accessibility,F16983I16983P16983K1,Yes,99 Vardon
77,77,Tracy77,Thomas77,Tracy77@nmit.com,Males,zaq77,683246529,3208,9624 Colway Wellington,64160 Standen Wellington,32,704,70,634,Premium,A3208K3208,77,3208,2018-03-27 08:15:05.000,2018-03-27 08:21:05.000,6,1,Other,11255,3208,11255,Whanganui,I11255K11255,Suzuki,Premium,S11255Q11255D11255G1,Yes,46 Keith
79,79,Bella79,Smith79,Bella79@yahoo.com,Males,asd79,445728214,8194,40970 Worthy Christchurch,163880 Kotare Christchurch,60,1320,198,1122,Carpool,C8194K8194,79,8194,2018-01-17 10:07:43.000,2018-01-17 11:01:43.000,54,4,BNZ,14816,8194,14816,Rotorua,I14816C14816,Lexus,Carpool,X14816F14816A14816K1,Yes,13 Hona
